b   v
128 0.29699586256520955
128 0.30719912071808025
128 0.09648719128700721
128 0.30015726802965625
128 0.2848902121324898
128 0.30425680390788556
128 0.3087365885701774
128 0.2149991535466396
128 0.15427040655531044
128 0.4719430485762144
128 0.2640352557961295
128 0.26066169439663417
128 0.4038614967288974
128 0.24096622152395916
128 0.24751760245531684
128 0.3026083545793293
128 0.30476929042264445
128 0.34937946596464836
128 0.27254287294855245
128 0.2440497986085683
128 0.300588977702987
128 0.3038563829787234
128 0.30196523053665913
128 0.2833952669665558
128 0.29481923220275813
128 0.299400109071078
128 0.34771700953336676
128 0.26248164464023493
128 0.0954041204437401
128 0.3063457330415755
128 0.1679798298140561
128 0.2676382908247764
128 0.12099242790397938
128 0.29658190912880367
128 0.2880158905318914
128 0.12107545533391154
128 0.27457130907570054
128 0.19757151677299856
128 0.30354505169867063
128 0.25264329437952143
128 0.03957986422441399
128 0.2913113620649919
128 0.2626201923076923
128 0.2986599664991625
128 0.15595716198125836
128 0.22850558411629143
128 0.2609162491052255
128 0.2946680790960452
128 0.2846024400504838
128 0.28718674211802747
128 0.2635759142962689
128 0.25038746340623386
128 0.2808906734805621
128 0.2680244399185336
128 0.2858685868586859
128 0.16604142880443648
128 0.27089527585067724
128 0.2502687594065792
128 0.2862705264939902
128 0.22917781344747637
128 0.29903660886319844
128 0.26543589743589746
128 0.226139133695856
128 0.30192755068128946
128 0.1369104449112087
128 0.2677266081871345
128 0.09954545454545455
128 0.2734424835211567
128 0.2871953437613678
128 0.2539038734536605
128 0.24857853589196874
128 0.31884845192829986
128 0.31072375899962107
128 0.18921668362156663
128 0.17285657842749902
128 0.3053450339050658
128 0.2715098147128967
128 0.2937511799131584
128 0.2952859013531209
128 0.24616677168662046
128 0.25706654796349876
128 0.31527927373442066
128 0.27358970015246487
128 0.26157452627466304
128 0.2936232413667093
128 0.3185498711814501
128 0.26588569400071
128 0.09693651028562972
128 0.2691276551866364
128 0.09553758610362384
128 0.26640639524075105
128 0.23062217587765033
128 0.19684655396618986
128 0.2596365088875574
128 0.25122292103424176
128 0.25576689599352487
128 0.29076233183856504
128 0.319047619047619
128 0.1778975741239892
128 0.23642358417377812
128 0.09564015965612527
128 0.28930265238011593
128 0.21061093247588425
128 0.30433940333204185
128 0.2487185201693782
128 0.30572796595140983
128 0.29057685417413115
128 0.27928524156187956
128 0.26178516228748067
128 0.40019175455417066
128 0.30569606333846494
128 0.2788928797802662
128 0.3663255813953488
128 0.09648195681715235
128 0.28537258509659613
128 0.2771326485037963
128 0.2018695306284805
128 0.2258849971904851
128 0.3281341392084227
128 0.3088788562829195
128 0.30119748325553075
128 0.2973304694691623
128 0.3099591309959131
128 0.28566621803499326
128 0.23851983950066874
128 0.2604495960660344
128 0.3055392444705422
128 0.1840173960315303
128 0.2976624490671242
128 0.23812470988704937
128 0.2733481304422059
128 0.29874421678783875
128 0.2800693909020817
128 0.09969495285635052
128 0.28767403767403765
128 0.2740860432235912
128 0.14737952866690116
128 0.2428264688658989
128 0.2570127504553734
128 0.3169998231027773
128 0.261993306061733
128 0.1682322801024765
128 0.29296498554449085
128 0.3099027409372237
128 0.27449150961000185
128 0.3242879137798306
128 0.2790325449048551
128 0.20676818950930625
128 0.14761462205700124
128 0.2888395688015219
128 0.3056910569105691
128 0.28272848185445565
128 0.20156220232425223
128 0.31281857655276574
128 0.3070661586421891
128 0.288117989198172
128 0.24758574758574758
128 0.4433598183881952
128 0.3047619047619048
128 0.27375695910923403
128 0.28475960645999626
128 0.2744298164287039
128 0.1962588163140141
128 0.1046782114241406
128 0.09486096444913762
128 0.2723851030110935
128 0.30466879489225857
128 0.214766201804758
128 0.29838855694369004
128 0.30432595573440646
128 0.2757458284173268
128 0.31614996395097333
128 0.20434548392889207
128 0.2766848816029144
128 0.27548209366391185
128 0.2815184815184815
128 0.16120168529034623
128 0.18834981458590852
128 0.30361305361305363
128 0.15714564242542406
128 0.24595893403232852
128 0.2911813643926789
128 0.2785885830408276
128 0.23987872302479044
128 0.30034456355283307
128 0.28750923872875095
128 0.2976167778836988
128 0.2865370770338373
128 0.3131217432496447
128 0.24994640943194
128 0.262533692722372
128 0.275359502526234
128 0.25850771507080955
128 0.23372875921769798
128 0.08308183916208059
128 0.26711686362783715
128 0.3168648467593368
128 0.2541456380677722
128 0.27683711479851
128 0.2694653749551489
128 0.2907515615555108
128 0.2937797147385103
128 0.10095626273710613
128 0.2555222763010109
128 0.30483812295380136
128 0.2798965740142211
128 0.23466516601012943
128 0.298326359832636
128 0.27454718779790277
128 0.2941068814055637
128 0.3190517616354937
128 0.2399931283284659
128 0.2791983413959917
128 0.26218487394957984
128 0.2015222906850308
128 0.22939560439560439
128 0.2835658914728682
128 0.27469426152398874
128 0.28010910616869494
128 0.27352214407907244
128 0.29397118975635783
128 0.2806177942136176
128 0.2552838789888106
128 0.25747406955460644
128 0.31427530954115074
128 0.204607291855614
128 0.27534298780487804
128 0.2748
128 0.2718671152228764
128 0.17565674255691768
128 0.275867966478536
128 0.5893263911487147
128 0.23125270914607715
128 0.26019916479280436
128 0.2807998279939798
128 0.29519918283963226
128 0.3027703306523682
128 0.18309859154929578
128 0.23928395467236
128 0.2459485224022879
128 0.09682060135232341
128 0.2889366272824919
128 0.2850959729017689
128 0.2965040194428865
128 0.2918515888514113
128 0.2536964980544747
128 0.3364871838981593
128 0.15463268837501967
128 0.27861246133451173
128 0.26723777684914335
128 0.26135643355165855
128 0.24523209787693415
128 0.26114029966919633
128 0.283999212753395
128 0.22759129472519365
128 0.2603930461073318
128 0.24279669554704816
128 0.21266968325791855
128 0.3093381987062531
128 0.29827315541601257
128 0.2584634096898439
128 0.31636363636363635
128 0.2705161529892313
128 0.2553264019089824
128 0.30259134073716404
128 0.27868209452833886
128 0.09760866295683561
128 0.09332579185520362
128 0.2445880452342488
128 0.28263103802672146
128 0.3005511539786428
128 0.3108403055656602
128 0.26729910714285715
128 0.0986069807481609
128 0.299626204997049
128 0.23556093135772604
128 0.2330660296877666
128 0.33955891118617126
128 0.20474481658692184
128 0.3088318019876242
128 0.2749135491983653
128 0.31190609278926773
128 0.27136129176945506
128 0.28496503496503495
128 0.3106674984404242
128 0.8895226658661063
128 0.2924908776646822
128 0.30464101547005157
128 0.2917527709938005
128 0.3480556044342777
128 0.24013683010262257
128 0.1953210010881393
128 0.28467305289462724
128 0.308634884166188
128 0.23848131303144157
128 0.2678998911860718
128 0.28417876673580994
128 0.24253430185633576
128 0.30126432240221257
128 0.29571178064721826
128 0.1841162839688224
128 0.3828447339847991
128 0.26623725174449814
128 0.29627611262488646
128 0.1271666936659647
128 0.31110335195530725
128 0.10015360983102918
128 0.2611252695549892
128 0.2805713167677558
128 0.6264441591784339
128 0.29702776691435273
128 0.2968494271685761
128 0.24189607427919857
128 0.25239077442340146
128 0.2987948035686336
128 0.27983376212151195
128 0.2745058491327148
128 0.25337357954545453
128 0.2680574690021649
128 0.16351219512195123
128 0.815015015015015
128 0.2530959752321981
128 0.27010653854188427
128 0.16820892453218178
128 0.2337082663810034
128 0.3049525816649104
128 0.24718270829484573
128 0.30266019742345657
128 0.24361224887848645
128 0.2450793650793651
128 0.9055158324821246
128 0.4334103156274057
128 0.2612536096483778
128 0.2303550059832469
128 0.29626998223801065
128 0.2709284627092846
128 0.17353951890034364
128 0.3262216104611149
128 0.29563168388617
128 0.08875562218890555
128 0.2813998082454458
128 0.2772735362164086
128 0.283989092325672
128 0.32732732732732733
128 0.325697924123121
128 0.29477707006369425
128 0.2867951720410737
128 0.2321465750572559
128 0.2171259842519685
128 0.25073187532288616
128 0.29016503873358035
128 0.21643835616438356
128 0.29414234726013017
128 0.2909967845659164
128 0.27693164933135217
128 0.2724790325726546
128 0.40669661086157616
128 0.31598733676296004
128 0.24804177545691905
128 0.3103264726756565
128 0.28907148726376336
128 0.2830999066293184
128 0.1784011734506784
128 0.09308215925280988
128 0.30510585305105853
128 0.2973902488367388
128 0.26922300706357216
128 0.296875
128 0.3125232255667038
128 0.2967159592855771
128 0.28263795423956933
128 0.7773404554399775
128 0.28853681267474374
128 0.28248998907899525
128 0.3078800557880056
128 0.3013015184381779
128 0.16397273612463487
128 0.2434149075284887
128 0.08833100883310088
128 0.29717796122096374
128 0.24844595949468617
128 0.2916587497624929
128 0.32388451443569555
128 0.25207485760781123
128 0.31819017840720987
128 0.17734495130702205
128 0.24103139013452915
128 0.301787796346677
128 0.2784636488340192
128 0.1901840490797546
128 0.209377990430622
128 0.17436270939548434
128 0.2800642441276852
128 0.2696754942185752
128 0.24378933421662802
128 0.0876008804108584
128 0.27332686711930165
128 0.24571428571428572
128 0.1872418540614961
128 0.2787207432553154
128 0.2065093572009764
128 0.29889112903225806
128 0.2981478151411617
128 0.1292645294016801
128 0.34796831955922863
128 0.2622590875823372
128 0.10192336816598516
128 0.2725761772853186
128 0.3397516645672125
128 0.18836255128683327
128 0.2927905836194213
128 0.5346283783783784
128 0.23528478502300493
128 0.2657631113730112
128 0.26367265469061874
128 0.2606354334948842
128 0.26982758620689656
128 0.3305951383067896
128 0.30963605506317177
128 0.3160741885625966
128 0.14480111653872993
128 0.2613124387855044
128 0.30651925276401065
128 0.2991869918699187
128 0.3435463990139109
128 0.24483204134366926
128 0.29810034096444227
128 0.2475355969331873
128 0.26377561169683705
128 0.3046099980548531
128 0.29866989117291415
128 0.3160621761658031
128 0.099917650288224
128 0.26898009512066234
128 0.28870800138552133
128 0.31162487788993815
128 0.2675680822700438
128 0.26814899277841125
128 0.28689492325855964
128 0.29984514130855594
128 0.1710954446854664
128 0.24349315068493152
128 0.2997815230961298
128 0.32129420617005267
128 0.1482394366197183
128 0.3200368211107702
128 0.2495650492944133
128 0.291340206185567
128 0.2139818753467727
128 0.285599839775686
128 0.31348547717842323
128 0.27078693392724573
128 0.2864902751007535
128 0.12588996763754046
128 0.09596312334124878
128 0.09782763027119125
128 0.8281120044358192
128 0.28865444482877894
128 0.2533550223668158
128 0.2752676465251316
128 0.2905525846702317
128 0.3191901408450704
128 0.226221928665786
128 0.3229845626072041
128 0.24583333333333332
128 0.2940231935771632
128 0.2857142857142857
128 0.2422608695652174
128 0.2957248473159756
128 0.17957805907172997
128 0.1297451434681875
128 0.28201359544368915
128 0.29274193548387095
128 0.2418018018018018
128 0.40690435766836447
128 0.11312929061784897
128 0.3033950617283951
128 0.2969881814715974
128 0.27807672279118206
128 0.3272695772695773
128 0.29217423403469917
128 0.24928469241773962
128 0.30866322432587495
128 0.2624744945279169
128 0.28286784741144416
128 0.2902524661427855
128 0.29291740239356484
128 0.24294478527607363
128 0.27363097314265783
128 0.24862204724409448
128 0.24434473733408113
128 0.20337881741390512
128 0.2593804117760246
128 0.24971558589306028
128 0.2581636573184787
128 0.3325925925925926
128 0.2406707216833799
128 0.28107132109539573
128 0.30559631104590235
128 0.29104223433242504
128 0.162890625
128 0.27260432766615145
128 0.2592456975466862
128 0.28305332359386415
128 0.2961901550910317
128 0.2675935828877005
128 0.28973048327137546
128 0.3008573655494934
128 0.278040786598689
128 0.09292215731558212
128 0.25507819521840736
128 0.27504038772213246
128 0.28484848484848485
128 0.29267791032496915
128 0.2960736426826977
128 0.09743662370769013
128 0.23769507803121248
128 0.24503179650238474
128 0.14871886758645403
128 0.2917816946273094
128 0.2004922377887164
128 0.22189251566106166
128 0.2957212493229825
128 0.19555478980013782
128 0.36613230145568454
128 0.18360007192950908
128 0.3082870737509913
128 0.2875278778521187
128 0.2753242201191728
128 0.24100268576544315
128 0.2904991948470209
128 0.3101555352241537
128 0.28
128 0.30035879036391594
128 0.25584868093578894
128 0.2954788943646882
128 0.2508611955420466
128 0.2949979499794998
128 0.28157894736842104
128 0.1646362687086669
128 0.28904646389251726
128 0.2522186723464679
128 0.31151729559748426
128 0.2768984527832118
128 0.08482278097546198
128 0.28170257859413633
128 0.32084309133489464
128 0.27621009268795055
128 0.2766026684022128
128 0.2715577889447236
128 0.32466814159292035
128 0.28286219081272085
128 0.3384036916766365
128 0.2910887326619799
128 0.2740273396424816
128 0.7553488372093023
128 0.26703048550997366
128 0.27124895222129086
128 0.26367435944030526
128 0.2965904688105386
128 0.3062794348508634
128 0.21329895008288818
128 0.09395732472655549
128 0.2836693548387097
128 0.2565623876303488
128 0.29945006208976405
128 0.7880254777070064
128 0.09184525466184247
128 0.2943878570001997
128 0.1419569403115701
128 0.2663764961915125
128 0.0894543126900304
128 0.25756235627100654
128 0.29186421391996964
128 0.13110736713126053
128 0.29261312824181723
128 0.6738809640924742
128 0.28912045213705406
128 0.310841546626232
128 0.30633223684210525
128 0.3276991337418128
128 0.28227943960620977
128 0.28394789136674764
128 0.15782567947516402
128 0.31949138902301627
128 0.2648759559783622
128 0.30335422042019905
128 0.2980093676814988
128 0.31520591341077087
128 0.2428193114687309
128 0.3019660240503913
128 0.27949499346974316
128 0.25325053366970696
128 0.18535430407576525
128 0.24324324324324326
128 0.29678362573099415
128 0.08608941332890145
128 0.2373054873054873
128 0.10361707914060375
128 0.1790473017988008
128 0.2878338278931751
128 0.19384107781138302
128 0.2904551682143401
128 0.17589370452388484
128 0.27632476688651353
128 0.29462738301559793
128 0.3099815157116451
128 0.20562130177514792
128 0.2875882946518668
128 0.293827580343479
128 0.3102129983615511
128 0.2361111111111111
128 0.287292817679558
128 0.2692901234567901
128 0.25084275232996234
128 0.09524551831644583
128 0.28029661016949153
128 0.1598848368522073
128 0.26187079682086817
128 0.2846225535880708
128 0.24146836377052205
128 0.1971954425942156
128 0.2598225602027883
128 0.3025127278699294
128 0.15065828845002993
128 0.37567239285094567
128 0.29730815588589793
128 0.23495032144944478
128 0.1062876347850441
128 0.25734875782287125
128 0.29583975346687214
128 0.4583615436696005
128 0.7180232558139535
128 0.3051535474761737
128 0.2883179622310057
128 0.23095151294203428
128 0.22084073416222616
128 0.274468085106383
128 0.2690479840564158
128 0.24286230574629564
128 0.10163479333744602
128 0.31494896279222917
128 0.6907689101896228
128 0.25312145289443816
128 0.2650712458896602
128 0.28415401703072934
128 0.2348916761687571
128 0.2779984114376489
128 0.2804924971142747
128 0.3043560966330607
128 0.16756341275941583
128 0.2860368837034249
128 0.31085848686789497
128 0.28957208142916496
128 0.29497595755264466
128 0.23312666076173605
128 0.3418160786581839
128 0.31710997924919826
128 0.19703131354209028
128 0.2589093320072932
128 0.0887662240787707
128 0.14949037372593432
128 0.24651444736310366
128 0.2960969044414536
128 0.31790932933683025
128 0.30311259661583456
128 0.2642757660167131
128 0.2739155143019511
128 0.286128097843579
128 0.3421509944004634
128 0.1976365118174409
128 0.27258593884954224
128 0.30306558013193635
128 0.23354388297872342
128 0.2418070727643029
128 0.1735002157962883
128 0.33997077091706246
128 0.237567084078712
128 0.2190965092402464
128 0.2637029101946081
128 0.2590469365818703
128 0.30398562561254494
128 0.29696531791907516
128 0.15859481582537516
128 0.20984872867718057
128 0.28093369138607727
128 0.31908291673849337
128 0.26877470355731226
128 0.24154397134898528
128 0.2796961325966851
128 0.2855715427657874
128 0.16201751540707104
128 0.18102269619907027
128 0.31513234559680375
128 0.27758793969849244
128 0.2850893182646737
128 0.2738887889148821
128 0.21221704394141144
128 0.2759512375323236
128 0.27789115646258505
128 0.23970818134445024
128 0.2881008668242711
128 0.30856685348278623
128 0.08962466105323248
128 0.24336604870956016
128 0.22296701358264245
128 0.3077219333718467
128 0.2972287629052708
128 0.2821765498652291
128 0.2893835616438356
128 0.15974282888229477
128 0.24930956565402962
128 0.27255709472107825
128 0.23842302878598248
128 0.09179776997097908
128 0.28134196586227195
128 0.2992957746478873
128 0.28945997569022397
128 0.2884998892089519
128 0.2801317233809001
128 0.3034575360859349
128 0.2891471341343313
128 0.29669714498973687
128 0.23897734231475812
128 0.2118769534462905
128 0.26323218066337334
128 0.3244228432563791
128 0.2700718015665796
128 0.9056910569105691
128 0.3066233531853456
128 0.30313882452074997
128 0.3081466041340976
128 0.30212994451405045
128 0.21269119470855727
128 0.2882846861255498
128 0.2573346116970278
128 0.22863444219812534
128 0.28105792512572175
128 0.276186815298866
128 0.29025778372949446
128 0.3083623693379791
128 0.2635524798154556
128 0.29850746268656714
128 0.15060352831940577
128 0.2961076755183703
128 0.2875434027777778
128 0.29479546763971576
128 0.211781206171108
128 0.25547445255474455
128 0.2728067109402307
128 0.30314157486740106
128 0.330939226519337
128 0.2669776119402985
128 0.6423017107309487
128 0.25451402228198233
128 0.2809734513274336
128 0.2895297077607896
128 0.2586696986924389
128 0.31536589930750514
128 0.2839266831159676
128 0.27269223357101563
128 0.2982484858405631
128 0.28792569659442724
128 0.2728188595607495
128 0.24315527474631438
128 0.2759699624530663
128 0.25143422354104844
128 0.29983342587451417
128 0.2603194358017009
128 0.2681826385129038
128 0.27463972171608414
128 0.2852373887240356
128 0.2537403962798221
128 0.2989649681528662
128 0.22590656648154198
128 0.30484330484330485
128 0.28777416734362304
128 0.31897163120567373
128 0.29886755292959133
128 0.17040205303678357
128 0.26966518757563535
128 0.2822512290218681
128 0.2182933429550785
128 0.2651327433628319
128 0.30760054533060666
128 0.3614546797120177
128 0.18568273831431725
128 0.31123517096999304
128 0.12831928764509462
128 0.2978940911878961
128 0.27339719970523213
128 0.2434329256065771
128 0.3278358072200843
128 0.29829378309472443
128 0.24082037710883228
128 0.2812041116005874
256 0.10412249705535924
256 0.31487286659700453
256 0.2574089754445385
256 0.08429203539823009
256 0.08551118544846331
256 0.08651048843974889
256 0.2847669571807503
256 0.2897196261682243
256 0.24809292649098474
256 0.2915106117353308
256 0.19094740700018326
256 0.1261558784676354
256 0.32174704276615107
256 0.15346075338652812
256 0.2665379891208984
256 0.2955051179350245
256 0.30817837154721067
256 0.06052465233881163
256 0.2720506730007918
256 0.15180998712262125
256 0.1021377672209026
256 0.08487972508591066
256 0.30986887508626637
256 0.09840425531914894
256 0.28079543362180076
256 0.2579965523846007
256 0.27334889926617745
256 0.10346295770650014
256 0.08921729611384784
256 0.04620075046904315
256 0.18250491010726697
256 0.12990438509726343
256 0.17306008057453146
256 0.23316880552813427
256 0.12751558325912735
256 0.3140544808527438
256 0.08418708240534521
256 0.1568582550950309
256 0.10447357751047438
256 0.1167611622962438
256 0.2176458289776291
256 0.08975248669905159
256 0.22981478151411616
256 0.14290291573213715
256 0.13365226491254298
256 0.20733517065931736
256 0.22628703856977322
256 0.31319580877537656
256 0.11423521850899743
256 0.27242130271233417
256 0.24261275272161742
256 0.10074626865671642
256 0.2897415818324197
256 0.17363751584283904
256 0.18302180685358255
256 0.26906990639314876
256 0.3022493994321904
256 0.27804295942720764
256 0.08746859296482412
256 0.14905335628227195
256 0.07238378263638294
256 0.3021648171730035
256 0.15852707130597596
256 0.1488593155893536
256 0.35105714883818295
256 0.11860670194003527
256 0.07665854706978077
256 0.08608297941849069
256 0.10062130625852402
256 0.10683601045946955
256 0.25813488456644246
256 0.11170051530766899
256 0.2445631438382297
256 0.3171899946780202
256 0.16823326299635527
256 0.2503183554666182
256 0.16505984042553193
256 0.23619355999280447
256 0.27617176536626437
256 0.3131868131868132
256 0.059722222222222225
256 0.10521739130434783
256 0.1572976633931595
256 0.11926237722990579
256 0.1034537895746722
256 0.16655393980385527
256 0.2971576227390181
256 0.15150888797023562
256 0.10117302052785923
256 0.09988279723922386
256 0.16126963770439243
256 0.2470467385721623
256 0.3130971337579618
256 0.14377974167233173
256 0.25457815565729236
256 0.1177190834353682
256 0.1670417171542323
256 0.05581395348837209
256 0.1129798903107861
256 0.1322925225965489
256 0.2500500100020004
256 0.0984447103059306
256 0.1426746710946481
256 0.20548862115127176
256 0.0523356401384083
256 0.25622775800711745
256 0.2836098619941076
256 0.3078817733990148
256 0.11313012895662368
256 0.11498554175880252
256 0.15043791859866049
256 0.12484006580149881
256 0.15540728384765082
256 0.30397540083461455
256 0.11427260211106012
256 0.2788184438040346
256 0.32938125231567245
256 0.1100855848296694
256 0.09553386572020113
256 0.14992458521870286
256 0.2843786521231009
256 0.1537598204264871
256 0.09714707329070339
256 0.30593685655456415
256 0.07887771307570143
256 0.04835518179569626
256 0.2914317925591883
256 0.24790794979079497
256 0.2978303747534517
256 0.28902337228714525
256 0.11842105263157894
256 0.29699586256520955
256 0.15848702719599875
256 0.09405369790808762
256 0.24817907265944217
256 0.30425680390788556
256 0.18485000837942014
256 0.13808237677245105
256 0.09594775619557937
256 0.15427040655531044
256 0.2871026523587771
256 0.27732027598486536
256 0.2640352557961295
256 0.09773853779429988
256 0.09163437428766812
256 0.3026083545793293
256 0.34937946596464836
256 0.07295466388744137
256 0.10873469387755103
256 0.09281369677855372
256 0.101058381700239
256 0.08969276511397423
256 0.25614794412748376
256 0.12845718093968678
256 0.1147227533460803
256 0.12305220883534136
256 0.13099520383693045
256 0.26248164464023493
256 0.2833952669665558
256 0.299400109071078
256 0.035606421872516295
256 0.3063457330415755
256 0.1094300518134715
256 0.08659061155788292
256 0.1393961308985717
256 0.2880158905318914
256 0.05009691367228269
256 0.27457130907570054
256 0.12107545533391154
256 0.09875457875457876
256 0.05694887072190661
256 0.2846024400504838
256 0.2626201923076923
256 0.15595716198125836
256 0.22850558411629143
256 0.2609162491052255
256 0.07808564231738035
256 0.1121999020088192
256 0.28718674211802747
256 0.2808906734805621
256 0.05845845845845846
256 0.12793903032268525
256 0.10267270337374032
256 0.2470067246186649
256 0.06241194702733164
256 0.2158220925993438
256 0.2862705264939902
256 0.0992275698158051
256 0.16124661246612465
256 0.26543589743589746
256 0.26589912280701755
256 0.2677266081871345
256 0.14751576680510692
256 0.29580227540211845
256 0.2539038734536605
256 0.27131221719457016
256 0.18921668362156663
256 0.146233803217998
256 0.11378180115498673
256 0.10773418008618735
256 0.31126885536823423
256 0.23528478502300493
256 0.31527927373442066
256 0.26157452627466304
256 0.0857305610937055
256 0.11281453091151475
256 0.19684655396618986
256 0.09553758610362384
256 0.14206310282818374
256 0.12236350037397158
256 0.2437353171495693
256 0.15756404059932336
256 0.29076233183856504
256 0.15109402720283854
256 0.1778975741239892
256 0.0617056856187291
256 0.09564015965612527
256 0.27624429471853945
256 0.298134395942764
256 0.21061093247588425
256 0.13564796124343964
256 0.09334341906202723
256 0.30569606333846494
256 0.3663255813953488
256 0.26178516228748067
256 0.29057685417413115
256 0.2771326485037963
256 0.2823866690557248
256 0.14805081033727552
256 0.09416491963661774
256 0.28537258509659613
256 0.09850027772634697
256 0.15570554073143933
256 0.11261413594859655
256 0.12945406995750244
256 0.09822534048699959
256 0.09006433166547534
256 0.3281341392084227
256 0.080711743772242
256 0.21418773270625122
256 0.2973304694691623
256 0.2604495960660344
256 0.1840173960315303
256 0.238676844783715
256 0.2733481304422059
256 0.10746844319775596
256 0.09969495285635052
256 0.23575129533678757
256 0.05718063130061147
256 0.18845559182271088
256 0.11681741529970872
256 0.1810103669573803
256 0.3242879137798306
256 0.2062852538275584
256 0.1253063725490196
256 0.0818157825283716
256 0.10051079255231504
256 0.20411055988660523
256 0.041468819246597025
256 0.4433598183881952
256 0.27375695910923403
256 0.20311850311850313
256 0.16254735702688075
256 0.1003826906093612
256 0.1407035175879397
256 0.214766201804758
256 0.15564625850340136
256 0.2766848816029144
256 0.2721276595744681
256 0.31614996395097333
256 0.11924164310660236
256 0.13017982799061767
256 0.13163335630599587
256 0.30361305361305363
256 0.15963470319634704
256 0.061001712328767124
256 0.23987872302479044
256 0.12143366619115549
256 0.11819856018751046
256 0.2976167778836988
256 0.11093271055320392
256 0.24994640943194
256 0.1333977767037216
256 0.08588179369355094
256 0.08945400149588631
256 0.1848816029143898
256 0.10276618760624325
256 0.10168589174800355
256 0.03316378433367243
256 0.1694467382328654
256 0.2694653749551489
256 0.2907515615555108
256 0.19435215946843853
256 0.1882776686313032
256 0.05547468866246159
256 0.08836879432624113
256 0.11756651017214398
256 0.11056231003039514
256 0.16299483648881238
256 0.3190517616354937
256 0.22939560439560439
256 0.26218487394957984
256 0.09046077978116814
256 0.18446859263185794
