k mean  p99
128	0.007590203478508395	0.007897244088462228
256	0.003786188106583624	0.004009340999968613
384	0.0024882620354340773	0.0026556041553875607
512	0.0018397473776468273	0.0020465329073107246
640	0.001523595585894124	0.001809191107406822
768	0.0012253551918027794	0.0013277544763982015
896	0.0010142555537967085	0.0011425988681667374
1024	0.000934639528141083	0.0010532387615395412
1152	0.0007948304566971499	0.0009018923936245869
1280	0.0007848387060284631	0.0010014970969498996
1408	0.0006604902156606215	0.0007537496096713164
1536	0.0006037364650423881	0.000687506673465525
1664	0.0005537277593772095	0.000629464614873529
1792	0.0005021590401601242	0.0005719300554282722
1920	0.0004904264950224969	0.0005557792982563837
2048	0.0004601179769562945	0.0005538292445026131
2176	0.0004586709849100251	0.0006387808034701615
2304	0.0003840510503660768	0.0004495067882375465
2432	0.00037371562644249434	0.000465538823584865
2560	0.00037799132952755395	0.00045588006681341296
2688	0.0003364587533534325	0.0004016749532521098
2816	0.0003055381168646848	0.0003736585101094738
2944	0.0003012631427016902	0.0003467988274602008
3072	0.00031171573671920166	0.00042327651640936437
3200	0.0002804347819657497	0.00033528252139316476
3328	0.000274571737227868	0.00032247177033873113
3456	0.0002524838115181318	0.000303907862917271
3584	0.0002406250145750061	0.0002951984330545871
3712	0.00023529202089283088	0.0002826078490957057
3840	0.00023783811286746175	0.00030130457814149704
3968	0.00021446460204730062	0.0002690759878856947
4096	0.0002264634891429927	0.0002917916879652102
