n_count	p_count	n_member	p_member
0.199996948242	0.00106813153277	0.0249996185303	0.0
0.399993896484	-0.000324254215305	0.0499992370605	0.0001220703125
0.599990844727	-0.00241601180031	0.0749988555908	0.00201416015625
0.799987792969	-0.00256542305638	0.0999984741211	0.00872802734375
0.999984741211	0.000732433051041	0.124998092651	0.0243530273438
1.19998168945	0.00260039164823	0.149997711182	0.0510864257812
1.3999786377	0.00162944555254	0.174997329712	0.0924682617188
1.59997558594	0.00254634927901	0.199996948242	0.142028808594
1.79997253418	0.00331036002814	0.224996566772	0.203247070312
1.99996948242	0.00439459830625	0.249996185303	0.268005371094
2.19996643066	0.00341247216962	0.274995803833	0.340637207031
2.39996337891	0.00380203962259	0.299995422363	0.409362792969
2.59996032715	0.00112975450581	0.324995040894	0.480285644531
2.79995727539	-5.17716814352e-05	0.349994659424	0.543090820312
2.99995422363	-0.000205996795605	0.374994277954	0.598937988281
3.19995117188	-0.0010490577554	0.399993896484	0.65185546875
3.39994812012	-0.00164034485389	0.424993515015	0.702026367188
3.59994506836	0.00387197680629	0.449993133545	0.743347167969
3.7999420166	0.004011516546	0.474992752075	0.781921386719
3.99993896484	0.0065213244831	0.499992370605	0.812805175781
4.19993591309	0.00509723993359	0.524991989136	0.84033203125
4.39993286133	0.00722029172476	0.549991607666	0.862976074219
4.59992980957	0.00561598349372	0.574991226196	0.885375976562
4.79992675781	0.0054328475878	0.599990844727	0.902648925781
4.99992370605	0.00347753109026	0.624990463257	0.918518066406
5.1999206543	0.00379421448316	0.649990081787	0.93115234375
5.39991760254	0.00997487912877	0.674989700317	0.940490722656
5.59991455078	0.00741969939727	0.699989318848	0.950134277344
5.79991149902	0.0111548711797	0.724988937378	0.957702636719
5.99990844727	0.0089163551283	0.749988555908	0.96484375
6.19990539551	0.0113175180955	0.774988174438	0.969604492188
6.39990234375	0.0109996089876	0.799987792969	0.974365234375
6.59989929199	0.0072434114549	0.824987411499	0.977844238281
6.79989624023	0.0205031886868	0.849987030029	0.981201171875
6.99989318848	0.0212688966637	0.87498664856	0.984802246094
7.19989013672	0.0333070539067	0.89998626709	0.986206054688
7.39988708496	0.0436727640893	0.92498588562	0.988525390625
7.5998840332	0.0331311512932	0.94998550415	0.990478515625
7.79988098145	0.0315323774926	0.974985122681	0.991882324219
7.99987792969	0.0321583886473	0.999984741211	0.993041992188
