k   mean    stdev   max
25	0.38167569253806816	0.6945080140173592	3.0594936708860763
50	0.2668527861607199	0.5015357781726413	2.247594936708861
75	0.22567324122125937	0.42235911785544916	2.247594936708861
100	0.19553937789487724	0.36834209486477765	1.6386708860759496
125	0.172866175219259	0.32107873429963985	1.2733164556962027
150	0.16280092513447048	0.3031403699063024	1.1246715328467152
175	0.14874306625326716	0.2817018013375536	1.1246715328467152
200	0.141481416669805	0.26291958117375774	1.110939226519337
225	0.1382707607257415	0.2562039797217425	0.9936648250460404
250	0.1260889905891556	0.2318865311474777	0.7942983425414365
275	0.1175640323754204	0.21608941441647772	0.8415444015444016
300	0.12049287979500214	0.221509609219384	0.9476155717761556
325	0.11368235166501678	0.21025939451027262	1.0429533969679956
350	0.1104812772836257	0.20498906065099926	0.9729092805005214
375	0.10402885301559091	0.19225496088914107	0.8413819951338197
400	0.0979903345877925	0.18133494692739927	0.7262956204379561
425	0.09593852375733403	0.17659997407245404	0.7497294976384715
450	0.0943621259765136	0.17484006381676792	0.7903903903903905
475	0.09426074660696264	0.17500309287734928	0.7930827067669174
500	0.0936049230282747	0.17389942367269667	0.7955057915057916
525	0.08878605968192867	0.16505984872909785	0.7408539799683713
550	0.08533123786240737	0.15766283520587981	0.7032673599463266
575	0.08718625760538569	0.1590110168603781	0.6292122573399647
600	0.08143044881171184	0.14966370607544033	0.5994095940959412
625	0.078662811429758	0.14508089690802392	0.6451070110701106
650	0.07932078060784048	0.14632668732766774	0.6169855237013908
675	0.07993013576607746	0.14604177539509314	0.6247970479704797
700	0.07663733674948502	0.13997223335992753	0.5667685819715341
725	0.07382786306299256	0.13505784137970717	0.5442575391271153
750	0.07327659916387204	0.1349870045899852	0.4927822878228781
775	0.07098053023021225	0.13184129399752614	0.5130434782608696
800	0.06938771236204194	0.12907033295251383	0.49019021739130425
825	0.07096021480213915	0.1322465556321185	0.49241106719367594
850	0.06813394430993461	0.1278833701901549	0.5174936061381075
875	0.06774886388267105	0.12655302248791234	0.49647204968944086
900	0.06426540554471183	0.12128670572119307	0.5119217330538085
925	0.06425895216758792	0.12101505772449708	0.4973278939316676
950	0.062163522980685046	0.11749485066549648	0.5090797749089706
975	0.05990431184574964	0.11298009567659996	0.47038542170617637
1000	0.05945980429575573	0.11177797730784989	0.43362578616352193
